"","0254-3079","p","Acta Math. Appl. Sin.","","|","Acta Mathematicae Applicatae Sinica. Yingyong Shuxue Xuebao","",""
"","0168-9673","p","Acta Math. Appl. Sin. Engl. Ser.","","|","Acta Mathematicae Applicatae Sinica. English Series","",""
"","0236-5294","p","Acta Math. Hungar.","","|","Acta Mathematica Hungarica","",""
"","1003-3998","p","Acta Math. Sci. Ser. A Chin. Ed.","","|","Acta Mathematica Scientia. Series A. Shuxue Wuli Xuebao. Chinese Edition","","See also Acta Math. Sci. Ser. B Engl. Ed."
"","0252-9602","p","Acta Math. Sci. Ser. B Engl. Ed.","","|","Acta Mathematica Scientia. Series B. English Edition","","See also Acta Math. Sci. Ser. A Chin. Ed."
"","1439-8516","p","Acta Math. Sin. (Engl. Ser.)","","|","Acta Mathematica Sinica (English Series)","",""
"","0583-1431","p","Acta Math. Sinica (Chin. Ser.)","","|","Acta Mathematica Sinica. Chinese Series","",""
"","0862-9544","p","Acta Math. Univ. Comenian. (N.S.)","","|","Acta Mathematica Universitatis Comenianae. New Series","",""
"","1214-8148","p","Acta Math. Univ. Ostrav.","","|","Acta Mathematica Universitatis Ostraviensis","",""
"","0251-4184","p","Acta Math. Vietnam.","","|","Acta Mathematica Vietnamica","",""
"","0567-7718","p","Acta Mech. Sin.","","|","Acta Mechanica Sinica","",""
"","0962-4929","p","Acta Numer.","","|","Acta Numerica","",""
"","0587-4254","p","Acta Phys. Polon. B","","|","Jagellonian University. Institute of Physics. Acta Physica Polonica B","",""
"","0001-6969","p","Acta Sci. Math. (Szeged)","","|","Acta Universitatis Szegediensis. Acta Scientiarum Mathematicarum","",""
"","","p","Acta Sci. Natur. Univ. Pekinensis","","|","","","See Beijing Daxue Xuebao Ziran Kexue Ban"
"","0529-6579","p","Acta Sci. Natur. Univ. Sunyatseni","","|","Acta Scientiarum Naturalium Universitatis Sunyatseni. Zhongshan Daxue Xuebao. Ziran Kexue Ban","",""
"","0001-7043","p","Acta Tech.","","|","Acta Technica","",""
"","1582-5329","p","Acta Univ. Apulensis Math. Inform.","","|","Acta Universitatis Apulensis. Mathematics. Informatics","",""
"","0001-7140","p","Acta Univ. Carolin. Math. Phys.","","|","Acta Universitatis Carolinae. Mathematica et Physica","",""
"","","p","Acta Univ. M. Belii Ser. Math.","","|","Acta Universitatis Matthiae Belii. Series Mathematics","",""
"","0355-3191","p","Acta Univ. Oulu. Ser. A Sci. Rerum Natur.","","|","Acta Universitatis Ouluensis. Series A. Scientiae Rerum Naturalium","",""
"","0231-9721","p","Acta Univ. Palack. Olomuc. Fac. Rerum Natur. Math.","","|","Acta Universitatis Palackianae Olomucensis. Facultas Rerum Naturalium. Mathematica","",""
"","1844-6094","p","Acta Univ. Sapientiae Math.","","|","Acta Universitatis Sapientiae. Mathematica. An International Journal of the Sapientia University","",""
"","0502-7454","m","Acta Univ. Upsaliensis Skr. Uppsala Univ. C Organ. Hist.","","|","Acta Universitatis Upsaliensis. Skrifter rorande Uppsala Universitet. C. Organisation och Historia","Acta Universitatis Upsaliensis. Publications concerning Uppsala University. C. Organization and History",""
"","0327-9170","m","Actas Congr. ``Dr. Antonio A. R. Monteiro''","","|","Actas del Congreso ``Dr. Antonio A. R. Monteiro''","Proceedings of ``Dr. Antonio A. R. Monteiro'' Congress of Mathematics",""
"","","m","Adapt. Comput. Mach. Learn.","","|","Adaptive Computation and Machine Learning","",""
"","1867-4534","m","Adapt. Learn. Optim.","","|","Adaptation, Learning, and Optimization","",""
"","1793-5369","p","Adv. Adapt. Data Anal.","","|","Advances in Adaptive Data Analysis. Theory and Applications","",""
"","0973-2306","p","Adv. Algebra Anal.","","|","Advances in Algebra and Analysis","",""
"","0188-7009","p","Adv. Appl. Clifford Algebr.","","|","Advances in Applied Clifford Algebras","",""
"","0974-1658","p","Adv. Appl. Discrete Math.","","|","Advances and Applications in Discrete Mathematics","",""
"","0973-4686","p","Adv. Appl. Fluid Mech.","","|","Advances and Applications in Fluid Mechanics","",""
"","2070-0733","p","Adv. Appl. Math. Mech.","","|","Advances in Applied Mathematics and Mechanics","",""
"","0972-3617","p","Adv. Appl. Stat.","","|","Advances and Applications in Statistics","",""
"","1460-1419","m","Adv. Bound. Elem.","","|","Advances in Boundary Elements","","Formerly Int. Ser. Adv. Bound. Elem."
"","1864-8258","p","Adv. Calc. Var.","","|","Advances in Calculus of Variations","",""
"","0219-5259","p","Adv. Complex Syst.","","|","Advances in Complex Systems. A Multidisciplinary Journal","",""
"","","m","Adv. Comput. Manag. Sci.","","|","Advances in Computational Management Science","",""
"","1019-7168","p","Adv. Comput. Math.","","|","Advances in Computational Mathematics","",""
"","","m","Adv. Courses Math. CRM Barcelona","","|","Advanced Courses in Mathematics. CRM Barcelona","",""
"","1862-5347","p","Adv. Data Anal. Classif.","","|","Advances in Data Analysis and Classification. ADAC","",""
"","2090-3359","p","Adv. Decis. Sci.","","|","Advances in Decision Sciences","","Formerly J. Appl. Math. Decis. Sci."
"","","m","Adv. Des. Control","","|","Advances in Design and Control","",""
"","0974-3243","p","Adv. Differ. Equ. Control Process.","","|","Advances in Differential Equations and Control Processes","",""
"","1687-1839","p","Adv. Difference Equ.","","|","Advances in Difference Equations","",""
"","1079-9389","p","Adv. Differential Equations","","|","Advances in Differential Equations","",""
"","0973-5321","p","Adv. Dyn. Syst. Appl.","","|","Advances in Dynamical Systems and Applications","",""
"","0731-9053","m","Adv. Econom.","","|","Advances in Econometrics","",""
"","","m","Adv. Exp. Med. Biol.","","|","Advances in Experimental Medicine and Biology","",""
"","1353-808X","m","Adv. Fluid Mech.","","|","Advances in Fluid Mechanics","",""
"","0973-421X","p","Adv. Fuzzy Sets Syst.","","|","Advances in Fuzzy Sets and Systems","",""
"","1687-7101","p","Adv. Fuzzy Syst.","","|","Advances in Fuzzy Systems","",""
"","","m","Adv. Fuzzy Systems Appl. Theory","","|","Advances in Fuzzy Systems---Applications and Theory","",""
"","1615-715X","p","Adv. Geom.","","|","Advances in Geometry","",""
"","1687-7357","p","Adv. High Energy Phys.","","|","Advances in High Energy Physics","",""
"","0196-8858","p","Adv. in Appl. Math.","","|","Advances in Applied Mathematics","",""
"","0001-8678","p","Adv. in Appl. Probab.","","|","Advances in Applied Probability","",""
"","","m","Adv. Ind. Control","","|","Advances in Industrial Control","",""
"","1610-3947","m","Adv. Inf. Knowl. Process.","","|","Advanced Information and Knowledge Processing","",""
"","","m","Adv. Lect. Math. (ALM)","","|","Advanced Lectures in Mathematics (ALM)","",""
"","0932-7134","m","Adv. Lectures Math.","","|","Advanced Lectures in Mathematics","",""
"","0001-8708","p","Adv. Math.","","|","Advances in Mathematics","",""
"","1000-0917","p","Adv. Math. (China)","","|","Advances in Mathematics (China). Shuxue Jinzhan","",""
"","1930-5346","p","Adv. Math. Commun.","","|","Advances in Mathematics of Communications","",""
"","","m","Adv. Math. Econ.","","|","Advances in Mathematical Economics","",""
"","","m","Adv. Math. Fluid Mech.","","|","Advances in Mathematical Fluid Mechanics","",""
"","","m","Adv. Math. Inequal. Ser.","","|","Advances in Mathematical Inequalities Series","",""
"","1687-9120","p","Adv. Math. Phys.","","|","Advances in Mathematical Physics","",""
"","","m","Adv. Math. Res.","","|","Advances in Mathematics Research","",""
"","","m","Adv. Math. Sci.","","|","Advances in the Mathematical Sciences","",""
"","1343-4373","p","Adv. Math. Sci. Appl.","","|","Advances in Mathematical Sciences and Applications","",""
"","","m","Adv. Mech. Math.","","|","Advances in Mechanics and Mathematics","",""
"","1841-4311","p","Adv. Model. Optim.","","|","Advanced Modeling and Optimization. The Electronic International Journal","",""
"","","m","Adv. Nat. Comput.","","|","Advances in Natural Computation","",""
"","1049-5258","m","Adv. Neural Inf. Process. Syst.","","|","Advances in Neural Information Processing Systems","","See also Neural Inf. Process. Ser."
"","1536-1365","p","Adv. Nonlinear Stud.","","|","Advanced Nonlinear Studies","",""
"","1092-910X","p","Adv. Nonlinear Var. Inequal.","","|","Advances in Nonlinear Variational Inequalities. An International Journal","",""
"","","m","Adv. Partial Differ. Equ. (Basel)","","|","Advances in Partial Differential Equations (Basel)","","See also Oper. Theory Adv. Appl."
"","","m","Adv. Pattern Recognit.","","|","Advances in Pattern Recognition","",""
"","1867-1152","p","Adv. Pure Appl. Math.","","|","Advances in Pure and Applied Mathematics","",""
"","","m","Adv. Ser. Math. Phys.","","|","Advanced Series in Mathematical Physics","",""
"","","m","Adv. Ser. Math. Psychol.","","|","Advanced Series on Mathematical Psychology","",""
"","","m","Adv. Ser. Nonlinear Dynam.","","|","Advanced Series in Nonlinear Dynamics","",""
"","","m","Adv. Ser. Stat. Sci. Appl. Probab.","","|","Advanced Series on Statistical Science \& Applied Probability","",""
"","","m","Adv. Ser. Theoret. Phys. Sci.","","|","Advanced Series on Theoretical Physical Science","",""
"","1229-3067","p","Adv. Stud. Contemp. Math. (Kyungshang)","","|","Advanced Studies in Contemporary Mathematics (Kyungshang). Memoirs of the Jangjeon Mathematical Society","",""
"","","m","Adv. Stud. Pure Math.","","|","Advanced Studies in Pure Mathematics","",""
"","1313-1311","p","Adv. Stud. Theor. Phys.","","|","Advanced Studies in Theoretical Physics","",""
"","","m","Adv. Textb. Control Signal Process.","","|","Advanced Textbooks in Control and Signal Processing","",""
"","","m","Adv. Texts Econometrics","","|","Advanced Texts in Econometrics","",""
"","0973-4554","p","Adv. Theor. Appl. Math.","","|","Advances in Theoretical and Applied Mathematics","",""
"","1095-0761","p","Adv. Theor. Math. Phys.","","|","Advances in Theoretical and Mathematical Physics","",""
"","0001-9054","p","Aequationes Math.","","|","Aequationes Mathematicae","",""
"","1539-854X","p","Afr. Diaspora J. Math. (N.S.)","","|","African Diaspora Journal of Mathematics. New Series","",""
"","","p","Afr. J. Math. Phys.","","|","African Journal of Mathematical Physics","",""
"","0825-0305","p","Afr. Stat.","","|","Afrika Statistika","",""
"","","p","Afrika Mat. (3)","","|","Afrika Matematika. Journal of the African Mathematical Union. Journal de l'Union Mathematique Africaine. Serie 3","",""
"","0921-7126","p","AI Commun.","","|","AI Communications. The European Journal on Artificial Intelligence","",""
"","","m","AIMS Libr. Ser.","","|","African Institute of Mathematics Library Series","",""
"","","m","AIMS Ser. Appl. Math.","","|","AIMS Series on Applied Mathematics","",""
"","","m","AIMS Ser. Differ. Equ. Dyn. Syst.","","|","AIMS Series on Differential Equations \& Dynamical Systems","",""
"","0094-243X","m","AIP Conf. Proc.","","|","AIP Conference Proceedings","",""
"","0972-8600","p","AKCE Int. J. Graphs Comb.","","|","AKCE International Journal of Graphs and Combinatorics","",""
"","","m","Al-Furqan Islam. Herit. Found. Publ.","","|","Al-Furqan Islamic Heritage Foundation Publication","",""
"","1930-1235","p","Albanian J. Math.","","|","Albanian Journal of Mathematics","",""
"","1980-0436","p","ALEA Lat. Am. J. Probab. Math. Stat.","","|","ALEA. Latin American Journal of Probability and Mathematical Statistics","",""
"","","m","Algebr. Appl.","","|","Algebra and Applications","",""
"","1472-2747","p","Algebr. Geom. Topol.","","|","Algebraic \& Geometric Topology","",""
"","1386-923X","p","Algebr. Represent. Theory","","|","Algebras and Representation Theory","",""
"","1005-3867","p","Algebra Colloq.","","|","Algebra Colloquium","",""
"","1793-5873","m","Algebra Discrete Math.","","|","Algebra and Discrete Mathematics","",""
"","1726-3255","p","Algebra Discrete Math.","","|","Algebra and Discrete Mathematics","","Continued as Algebra Discrete Math."
"","1726-3255","p","Algebra Discrete Math.","","|","Algebra and Discrete Mathematics","","Formerly Algebra Discrete Math."
"","","p","Algebra Geom. Appl. Semin. Proc.","","|","Algebra, Geometry \& Their Applications. Seminar Proceedings","",""
"","0234-0852","p","Algebra i Analiz","","|","Rossiiskaya Akademiya Nauk. Algebra i Analiz","","Translated in St. Petersburg Math. J."
"","0002-5232","p","Algebra Logic","","|","Algebra and Logic","","Translation of Algebra Logika"
"","0373-9252","p","Algebra Logika","","|","Algebra i Logika. Institut Diskretnoi Matematiki i Informatiki","","Translated in Algebra Logic"
"","1937-0652","p","Algebra Number Theory","","|","Algebra \& Number Theory","",""
"","0002-5240","p","Algebra Universalis","","|","Algebra Universalis","",""
"","0741-9937","p","Algebras Groups Geom.","","|","Algebras, Groups and Geometries","",""
"","1863-4982","m","Algorismus","","|","Algorismus. Studien zur Geschichte der Mathematik und der Naturwissenschaften","Algorismus. Studies in the History of Mathematics and the Natural Sciences",""
"","1718-3235","p","Algorithmic Oper. Res.","","|","Algorithmic Operations Research","",""
"","0178-4617","p","Algorithmica","","|","Algorithmica. An International Journal in Computer Science","",""
"","1999-4893","p","Algorithms (Basel)","","|","Algorithms (Basel)","",""
"","0937-5511","m","Algorithms Combin.","","|","Algorithms and Combinatorics","",""
"","1431-1550","m","Algorithms Comput. Math.","","|","Algorithms and Computation in Mathematics","",""
"","","p","Aligarh Bull. Math.","","|","The Aligarh Bulletin of Mathematics","",""
"","0971-0388","p","Aligarh J. Statist.","","|","The Aligarh Journal of Statistics","",""
"","0133-3399","p","Alkalmaz. Mat. Lapok","","|","Alkalmazott Matematikai Lapok","",""
"","","m","Allahabad Math. Soc. Lect. Note Ser.","","|","Allahabad Mathematical Society Lecture Note Series","",""
"","","p","AMA Algebra Montp. Announc.","","|","AMA. Algebra Montpellier Announcements","",""
"","0002-9327","p","Amer. J. Math.","","|","American Journal of Mathematics","",""
"","0196-6324","p","Amer. J. Math. Management Sci.","","|","American Journal of Mathematical and Management Sciences","",""
"","0002-9890","p","Amer. Math. Monthly","","|","American Mathematical Monthly","",""
"","0065-9258","m","Amer. Math. Soc. Colloq. Publ.","","|","American Mathematical Society Colloquium Publications","",""
"","0065-9290","m","Amer. Math. Soc. Transl. Ser. 2","","|","American Mathematical Society Translations, Series 2","","Selected translations of Russian language publications Tr. St.-Peterbg. Mat. Obshch."
"","0003-1305","p","Amer. Statist.","","|","The American Statistician","",""
"","","m","AMS Short Course Lecture Notes","","|","AMS Short Course Lecture Notes","","See also Proc. Sympos. Appl. Math."
"","1089-3288","m","AMS/IP Stud. Adv. Math.","","|","AMS/IP Studies in Advanced Mathematics","",""
"","0001-3765","p","An. Acad. Brasil. Cienc.","","|","Anais da Academia Brasileira de Ciencias","",""
"","1221-8421","p","An. Stiint. Univ. Al. I. Cuza Iasi. Mat. (N.S.)","","|","Analele Stiintifice ale Universitatii ``Al. I. Cuza'' din Iasi. Serie Noua. Matematica","",""
"","1224-1784","p","An. Stiint. Univ. ``Ovidius'' Constanta Ser. Mat.","","|","Analele Stiintifice ale Universitatii ``Ovidius'' Constanta. Seria Matematica. Mathematical Journal of the Ovidius University of Constantza","",""
"","1010-5433","p","An. Univ. Bucuresti Mat.","","|","Analele Universitatii Bucuresti. Matematica","",""
"","1224-7170","p","An. Univ. Bucuresti Mat. Inform.","","|","Analele Universitatii Bucuresti. Matematica-Informatica","",""
"","1223-6934","p","An. Univ. Craiova Ser. Mat. Inform.","","|","Analele Universitatii din Craiova. Seria Matematica-Informatica. Annals of the University of Craiova. Mathematics and Computer Science Series","",""
"","1221-1265","p","An. Univ. Oradea Fasc. Mat.","","|","Analele Universitatii din Oradea. Fascicola Matematica","",""
"","1841-3293","p","An. Univ. Vest Timis. Ser. Mat.-Inform.","","|","Analele. Universitatii de Vest din Timisoara. Seria Matematica-Informatica","",""
"","0219-5305","p","Anal. Appl. (Singap.)","","|","Analysis and Applications","",""
"","0133-3852","p","Anal. Math.","","|","Analysis Mathematica","",""
"","1948-206X","p","Anal. PDE","","|","Analysis \& PDE","",""
"","1672-4070","p","Anal. Theory Appl.","","|","Analysis in Theory and Applications","",""
"","0174-4747","p","Analysis (Munich)","","|","Analysis. International Mathematical Journal of Analysis and its Applications","",""
"","0003-2638","p","Analysis (Oxford)","","|","Analysis","",""
"","1643-6555","p","Ann. Acad. Pedagog. Crac. Stud. Math.","","|","Annales Academiae Paedagogicae Cracoviensis. Studia Mathematica","","Continued as Ann. Univ. Paedagog. Crac. Stud. Math."
"","2066-5997","p","Ann. Acad. Rom. Sci. Ser. Math. Appl.","","|","Annals of the Academy of Romanian Scientists. Series on Mathematics and its Applications","",""
"","1239-629X","p","Ann. Acad. Sci. Fenn. Math.","","|","Annales Academiae Scientiarium Fennicae. Mathematica","",""
"","1239-6303","p","Ann. Acad. Sci. Fenn. Math. Diss.","","|","Academiae Scientiarum Fennicae. Annales. Mathematica. Dissertationes","",""
"","1050-5164","p","Ann. Appl. Probab.","","|","The Annals of Applied Probability","",""
"","1932-6157","p","Ann. Appl. Stat.","","|","The Annals of Applied Statistics","",""
"","0218-0006","p","Ann. Comb.","","|","Annals of Combinatorics","",""
"","1002-0942","p","Ann. Differential Equations","","|","Annals of Differential Equations. Weifen Fangcheng Niankan","",""
"","0240-2963","p","Ann. Fac. Sci. Toulouse Math. (6)","","|","Annales de la Faculte des Sciences de Toulouse. Mathematiques. Serie 6","",""
"","0182-4295","p","Ann. Fond. Louis de Broglie","","|","Fondation Louis de Broglie. Annales","",""
"","0232-704X","p","Ann. Global Anal. Geom.","","|","Annals of Global Analysis and Geometry","",""
"","1424-0637","p","Ann. Henri Poincare","","|","Annales Henri Poincare. A Journal of Theoretical and Mathematical Physics","",""
"","","p","Ann. I.S.U.P.","","|","Annales de l'I.S.U.P.","",""
"","1934-3221","m","Ann. Inf. Syst.","","|","Annals of Information Systems","",""
"","0373-0956","p","Ann. Inst. Fourier (Grenoble)","","|","Universite de Grenoble. Annales de l'Institut Fourier","",""
"","0294-1449","p","Ann. Inst. H. Poincare Anal. Non Lineaire","","|","Annales de l'Institut Henri Poincare. Analyse Non Lineaire","",""
"","0246-0203","p","Ann. Inst. Henri Poincare Probab. Stat.","","|","Annales de l'Institut Henri Poincare Probabilites et Statistiques","",""
"","0020-3157","p","Ann. Inst. Statist. Math.","","|","Annals of the Institute of Statistical Mathematics","",""
"","","m","Ann. Internat. Soc. Dynam. Games","","|","Annals of the International Society of Dynamic Games","",""
"","0453-0691","p","Ann. Japan Assoc. Philos. Sci.","","|","Annals of the Japan Association for Philosophy of Science","",""
"","0373-3114","p","Ann. Mat. Pura Appl. (4)","","|","Annali di Matematica Pura ed Applicata. Series IV","",""
"","1012-2443","p","Ann. Math. Artif. Intell.","","|","Annals of Mathematics and Artificial Intelligence","",""
"","1259-1734","p","Ann. Math. Blaise Pascal","","|","Annales Mathematiques Blaise Pascal","",""
"","1787-5021","p","Ann. Math. Inform.","","|","Annales Mathematicae et Informaticae. International Journal for Mathematics and Computer Science","",""
"","0860-2107","p","Ann. Math. Sil.","","|","Annales Mathematicae Silesianae","","See also Pr. Nauk. Uniw. Sl. Katow."
"","0003-486X","p","Ann. of Math. (2)","","|","Annals of Mathematics. Second Series","",""
"","","m","Ann. of Math. Stud.","","|","Annals of Mathematics Studies","",""
"","0003-3790","p","Ann. of Sci.","","|","Annals of Science","",""
"","0254-5330","p","Ann. Oper. Res.","","|","Annals of Operations Research","",""
"","0003-3804","p","Ann. Phys.","","|","Annalen der Physik","",""
"","0003-4916","p","Ann. Physics","","|","Annals of Physics","",""
"","0066-2216","p","Ann. Polon. Math.","","|","Annales Polonici Mathematici","",""
"","0091-1798","p","Ann. Probab.","","|","The Annals of Probability","",""
"","0168-0072","p","Ann. Pure Appl. Logic","","|","Annals of Pure and Applied Logic","",""
"","0391-173X","p","Ann. Sc. Norm. Super. Pisa Cl. Sci. (5)","","|","Annali della Scuola Normale Superiore di Pisa. Classe di Scienze. Serie V","",""
"","0012-9593","p","Ann. Sci. Ec. Norm. Super. (4)","","|","Annales Scientifiques de l'Ecole Normale Superieure. Quatrieme Serie","",""
"","0707-9109","p","Ann. Sci. Math. Quebec","","|","Annales des Sciences Mathematiques du Quebec","",""
"","0090-5364","p","Ann. Statist.","","|","The Annals of Statistics","",""
"","1584-4536","p","Ann. Tiberiu Popoviciu Semin. Funct. Equ. Approx. Convexity","","|","Annals of the Tiberiu Popoviciu Seminar of Functional Equations, Approximation and Convexity","",""
"","0430-3202","p","Ann. Univ. Ferrara Sez. VII Sci. Mat.","","|","Annali dell'Universita di Ferrara. Sezione VII. Scienze Matematiche","",""
"","0365-1029","p","Ann. Univ. Mariae Curie-Sklodowska Sect. A","","|","Annales Universitatis Mariae Curie-Sklodowska. Sectio A. Mathematica","",""
"","1732-1360","p","Ann. Univ. Mariae Curie-Sklodowska Sect. AI Inform.","","|","Annales Universitatis Mariae Curie-Sklodowska. Sectio AI. Informatica","",""
"","1689-9903","p","Ann. Univ. Paedagog. Crac. Stud. Math.","","|","Annales Universitatis Paedagogicae Cracoviensis. Studia Mathematica","","Formerly Ann. Acad. Pedagog. Crac. Stud. Math."
"","0524-9007","p","Ann. Univ. Sci. Budapest. Eotvos Sect. Math.","","|","Annales Universitatis Scientiarum Budapestinensis de Rolando Eotvos Nominatae. Sectio Mathematica","",""
"","0138-9491","p","Ann. Univ. Sci. Budapest. Sect. Comput.","","|","Annales Universitatis Scientiarum Budapestinensis de Rolando Eotvos Nominatae. Sectio Computatorica","",""
"","","m","Anneli Lax New Math. Libr.","","|","Anneli Lax New Mathematical Library","",""
"","0066-4189","m","Annu. Rev. Fluid Mech.","","|","Annual Review of Fluid Mechanics","",""
"","0205-0808","p","Annuaire Univ. Sofia Fac. Math. Inform.","","|","Godishnik na Sofiiskiya Universitet ``Sv. Kliment Okhridski''. Fakultet po Matematika i Informatika. Annuaire de l'Universite de Sofia ``St. Kliment Ohridski''. Faculte de Mathematiques et Informatique","",""
"","0972-8643","p","Antarct. J. Math.","","|","Antarctica Journal of Mathematics","",""
"","1898-5203","p","Antiq. Math.","","|","Antiquitates Mathematicae. Roczniki Polskiego Towarzystwa Matematycznego. Seria VI","",""
"","1431-7982","m","Anwend.orientier. Stat.","","|","Anwendungsorientierte Statistik","Applications-Oriented Statistics",""
"","","p","Anz. Osterreich. Akad. Wiss. Math.-Natur. Kl.","","|","Osterreichische Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Klasse. Anzeiger","",""
"","1446-1811","p","ANZIAM J.","","|","The ANZIAM Journal. The Australian \& New Zealand Industrial and Applied Mathematics Journal","",""
"","","m","Aportaciones Mat.","","|","Aportaciones Matematicas","Mathematical Contributions",""
"","1870-2112","m","Aportaciones Mat. Comun.","","|","Aportaciones Matematicas: Comunicaciones","Mathematical Contributions: Communications",""
"","","m","Aportaciones Mat. Investig.","","|","Aportaciones Matematicas: Investigacion","Mathematical Contributions: Research",""
"","","m","Aportaciones Mat. Textos","","|","Aportaciones Matematicas: Textos","Mathematical Contributions: Texts",""
"","0938-1279","p","Appl. Algebra Engrg. Comm. Comput.","","|","Applicable Algebra in Engineering, Communication and Computing","",""
"","0003-6811","p","Appl. Anal.","","|","Applicable Analysis. An International Journal","",""
"","1452-8630","p","Appl. Anal. Discrete Math.","","|","Applicable Analysis and Discrete Mathematics","",""
"","1932-9466","p","Appl. Appl. Math.","","|","Applications and Applied Mathematics. An International Journal","",""
"","0927-2852","p","Appl. Categ. Structures","","|","Applied Categorical Structures. A Journal Devoted to Applications of Categorical Methods in Algebra, Analysis, Order, Topology and Computer Science","",""
"","1063-5203","p","Appl. Comput. Harmon. Anal.","","|","Applied and Computational Harmonic Analysis. Time-Frequency and Time-Scale Analysis, Wavelets, Numerical Algorithms, and Applications","",""
"","1683-3511","p","Appl. Comput. Math.","","|","Applied and Computational Mathematics. An International Journal","",""
"","1576-9402","p","Appl. Gen. Topol.","","|","Applied General Topology","",""
"","","m","Appl. Log. Ser.","","|","Applied Logic Series","",""
"","0862-7940","p","Appl. Math.","","|","Applications of Mathematics","",""
"","","m","Appl. Math.","","|","Applying Mathematics","",""
"","","m","Appl. Math. Body Soul","","|","Applied Mathematics: Body and Soul","",""
"","0096-3003","p","Appl. Math. Comput.","","|","Applied Mathematics and Computation","",""
"","1607-2510","p","Appl. Math. E-Notes","","|","Applied Mathematics E-Notes","",""
"","1350-486X","p","Appl. Math. Finance","","|","Applied Mathematical Finance","",""
"","1935-0090","p","Appl. Math. Inf. Sci.","","|","Applied Mathematics \& Information Sciences. An International Journal","",""
"","1512-0074","p","Appl. Math. Inform. Mech.","","|","Applied Mathematics, Informatics and Mechanics","",""
"","1000-4424","p","Appl. Math. J. Chinese Univ. Ser. A","","|","Applied Mathematics. A Journal of Chinese Universities. Series A. Gaoxiao Yingyong Shuxue Xuebao","","See also Appl. Math. J. Chinese Univ. Ser. B"
"","1005-1031","p","Appl. Math. J. Chinese Univ. Ser. B","","|","Applied Mathematics. A Journal of Chinese Universities. Ser. B","","See also Appl. Math. J. Chinese Univ. Ser. A"
"","0893-9659","p","Appl. Math. Lett.","","|","Applied Mathematics Letters. An International Journal of Rapid Publication","",""
"","0253-4827","p","Appl. Math. Mech. (English Ed.)","","|","Applied Mathematics and Mechanics. English Edition","",""
"","0307-904X","p","Appl. Math. Model.","","|","Applied Mathematical Modelling. Simulation and Computation for Engineering and Environmental Systems","",""
