"","","","Arch. Hist. Exact Sci.","user-choice","|","Archive for History of Exact Sciences"
"","","","Arch. Hist. Exact Sci.","user-choice","|","Archive for History of the Exact Sciences"
"","","","Arch. Hist. Exact Sci.","user-choice","|","Archive for history of exact sciences"
"","","","Arch. Hist. Exact Sci.","user-choice","|","Archive for the History of Exact Science"
"","","","Arch. Hist. Exact Sci.","user-choice","|","Archive for the History of Exact Sciences"
"","","","Arch. Hist. Exact Sci.","user-choice","|","Archive for the History of the Exact Sciences"
"","","","Arch. Hist. Soc. Jesu","user-choice","|","Archivum Historicum Societatis Jesu"
"","","","Arch. Internat. d'Hist. Sci.","user-choice","|","Archives internationales d'histoire des sciences"
"","","","Arch. Math. Log.","user-choice","|","Archive for Mathematical Logic"
"","","","Arch. Math. Phys.","user-choice","|","Archiv der Mathematik und Physik"
"","","","Arch. Neurol. Psychiatry","user-choice","|","Archives of Neurology \& Psychiatry"
"","","","Arch. Psychologie","user-choice","|","Archives de Psychologie"
"","","","Arch. Virol.","user-choice","|","Archives of Virology"
"","","","Ars Comb.","user-choice","|","Ars Combinatoria"
"","","","Artif. Intell.","user-choice","|","Artificial Intelligence"
"","","","Astron. Astrophys.","user-choice","|","Astron. \& Astrophys."
"","","","Astron. Astrophys.","user-choice","|","Astronomy and Astrophysics"
"","","","Astron. J.","user-choice","|","Astronomical Journal"
"","","","Astropart. Phys.","user-choice","|","Astroparticle Physics"
"","","","Astrophys. J. Lett.","user-choice","|","AstroPhys. J Lett."
"","","","Astrophys. J. Suppl. Ser.","user-choice","|","AstroPhys. J Supp."
"","","","Astrophys. J.","user-choice","|","AstroPhys. J"
"","","","Astrophys. J.","user-choice","|","AstroPhys. J."
"","","","Astrophys. J.","user-choice","|","Astrophys, J."
"","","","Astrophys. J.","user-choice","|","Astrophys. J"
"","","","Astrophys. J.","user-choice","|","The Astrophysical Journal"
"","","","Astrophys. Space Sci. Trans.","user-choice","|","Astrophysics and Space Sciences"
"","","","Asymptot. Anal.","user-choice","|","Asymptotic Analysis"
"","","","Atti R. Accad. Sci. Torino","user-choice","|","Atti R. Acc. Sci. Torino"
"","","","Atti R. Accad. Sci. Torino","user-choice","|","Atti della Reale Accademia delle Scienze di Torino"
"","","","Aust. J. Entomol.","user-choice","|","Australian Journal of Entomology"
"","","","Aust. J. Sci.","user-choice","|","The Australian Journal of Science"
"","","","Australas. J. Phylos.","user-choice","|","Australasian Journal of Philosophy"
"","","","BIT Numer. Math.","user-choice","|","BIT Numerical Mathematics"
"","","","BSHM Bull.","user-choice","|","BSHM Bulletin"
"","","","BSHM Bull.","user-choice","|","BSHM Bulletin: Journal of the British Society for the History of Mathematics"
"","","","BSHM Bull.: J. British Soc. Hist. Math.","user-choice","|","BSHM Bulletin: Journal of the British Society for the History of Mathematics"
"","","","BSHM Newsl.","user-choice","|","BSHM Newsletter"
"","","","Behav. Brain Sci.","user-choice","|","Behav. Brain Sci."
"","","","Behav. Brain Sci.","user-choice","|","Behavioral and Brain Sciences"
"","","","Ber. K\"{o}nigl. Polytechn. Sch. M\"{u}nchen","user-choice","|","Bericht \"{u}ber die K\"{o}niglichen Polytechnische Schule zu M\"{u}nchen"
"","","","Bibl. math.","user-choice","|","Bibliotheca mathematica"
"","","","BioControl","user-choice","|","Biocontrol"
"","","","Biochem. Biophys. Res. Commun.","user-choice","|","Biochem. Biophys. Res. Commun."
"","","","Biochem. Biophys. Res. Commun.","user-choice","|","Biochemical and Biophysical Research Communications"
"","","","Biochem. Soc. Trans.","user-choice","|","Biochemical Society Transactions"
"","","","Biochemistry","user-choice","|","Biochemistry"
"","","","Biochim. Biophys. Acta","user-choice","|","Biochim. Biophys. Acta"
"","","","Biochim. Biophys. Acta","user-choice","|","Biochimica et Biophysica Acta"
"","","","Biogr. Mem. Fellows R. Soc.","user-choice","|","Biographical Memoirs of Fellows of the Royal Society"
"","","","Biogr. Mem. Fellows R. Soc.","user-choice","|","Biographical Memoirs of Fellows the Royal Society"
"","","","Biographical Memoirs. Natl. Acad. Sci.","user-choice","|","Biographical Memoirs. National Academy of Sciences"
"","","","Biol. Bull.","user-choice","|","The Biological Bulletin"
"","","","Biol. Conserv.","user-choice","|","Biological Conservation"
"","","","Biol. Control","user-choice","|","Biological Control"
"","","","Biomaterials","user-choice","|","Biomaterials"
"","","","Bioorg. Med. Chem. Lett.","user-choice","|","Bioorganic \& Medicinal Chemistry Letters"
"","","","Biophys. J.","user-choice","|","Biophys J"
"","","","Biophys. J.","user-choice","|","Biophys. J."
"","","","Biosystems","user-choice","|","BioSystems"
"","","","Boll. Storia Sci. Mat.","user-choice","|","Bollettino di Storia delle Scienze Matematiche"
"","","","Boll. Storia Sci. Mat.","user-choice","|","Bollettino di storia delle scienze matematiche"
"","","","Boll. Unione Mat. Ital.","user-choice","|","Bollettino dell'Unione Matematica Italiana"
"","","","Boll. Unione Mat. Ital., A","user-choice","|","B. Unione Mat. Ital. (Sezione A)"
"","","","Boston Stud. Philos. Sci.","user-choice","|","Boston studies in the philosophy of science"
"","","","Br. J. Hist. Sci.","user-choice","|","British Journal for the History of Science"
"","","","Br. J. Hist. Sci.","user-choice","|","The British Journal for the History of Science"
"","","","Br. J. Philos. Sci.","user-choice","|","British Journal for the Philosophy of Science"
"","","","Br. J. Philos. Sci.","user-choice","|","The British Journal for the Philosophy of Science"
"","","","Bull. Am. Math. Soc.","user-choice","|","Bull. A.M.S."
"","","","Bull. Am. Math. Soc.","user-choice","|","Bull. Amer. Math. Soc."
"","","","Bull. Am. Math. Soc.","user-choice","|","Bulletin of the American Mathematical Society"
"","","","Bull. Chinese Stud.","user-choice","|","Bulletin of Chinese Studies"
"","","","Bull. Inst. Math. Acad. Sin.","user-choice","|","Bull. Inst. Math. Acad. Sinica"
"","","","Bull. Liberal Arts Educ. Center","user-choice","|","The Bulletin of Liberal Arts Education Center"
"","","","Bull. Lond. Math. Soc.","user-choice","|","Bull. London Math. Soc."
"","","","Bull. Lond. Math. Soc.","user-choice","|","Bulletin of the London Mathematical Society"
"","","","Bull. Math. Biol.","user-choice","|","Bull Math Biol"
"","","","Bull. New-York Math. Soc.","user-choice","|","Bulletin of the New-York Mathematical Society"
"","","","Bull. Russ. Acad. Sci., Phys.","user-choice","|","Bulletin of the Russian Academy of Science, Phys."
"","","","Bull. Sabix","user-choice","|","Bulletin de la Sabix"
"","","","Bull. Soc. Math. Fr.","user-choice","|","Bull. Soc. Math. France"
"","","","Bull. Soc. Math. Fr.","user-choice","|","Bulletin de la Soci\'et\'e math\'ematique de France"
"","","","Bull. Soc. Math. France","user-choice","|","Bulletin de la Soci\'{e}te\'{e} Math\'{e}matique de France"
"","","","Bull. Symb. Log.","user-choice","|","Bull. Symbolic Logic"
"","","","Bull. Symb. Log.","user-choice","|","Bulletin of Symbolic Logic"
"","","","Bull. Symb. Log.","user-choice","|","The Bulletin of Symbolic Logic"
"","","","Bull., New Ser., Am. Math. Soc.","user-choice","|","AMS bulletin"
"","","","Bull., New Ser., Am. Math. Soc.","user-choice","|","Bull. Amer. Math. Soc. (N. S.)"
"","","","Bull., New Ser., Am. Math. Soc.","user-choice","|","Bull. Amer. Math. Soc. (N.S.)"
"","","","Bus. Hist. Rev.","user-choice","|","Business History Review"
"","","","C. R. Acad. Sci.","user-choice","|","C. R. Acad. Sci."
"","","","C. R. Acad. Sci.","user-choice","|","Comptes Rendus de l'Academie des Sciences"
"","","","C. R. Acad. Sci.","user-choice","|","Comptes Rendus des s\'{e}ances de l'Acad\'{e}mie des Sciences"
"","","","C. R. Acad. Sci., S\'{e}r. 2, M\'{e}c. Phys. Chim. Astron.","user-choice","|","C. R. Acad. Sci. (Paris) B"
"","","","C. R. Hebd. S\'{e}ances Acad. Sci.","user-choice","|","Comptes rendus hebdomadaires des s\'{e}ances de l'Acad\'{e}mie des sciences"
"","","","C. R. Seances Acad. Sci.","user-choice","|","Comptes rendus des seances de l'Acad\'emie des sciences"
"","","","Camb. Philos. Soc. Trans.","user-choice","|","Cambridge Philosophical Society Transactions"
"","","","Cambridge and Dublin Math. J.","user-choice","|","Cambridge and Dublin mathematical Journal"
"","","","Cambridge and Dublin Math. J.","user-choice","|","The Cambridge and Dublin Mathematical Journal"
"","","","Cambridge and Dublin Messenger Math.","user-choice","|","Cambridge and Dublin Messenger of Mathematics"
"","","","Can. J. Fish. Aquat. Sci.","user-choice","|","Can. J. Fish. Aquatic. Sci."
"","","","Can. J. Math.","user-choice","|","Canad. J. Math."
"","","","Can. J. Math.","user-choice","|","Canadian J. of Math."
"","","","Can. J. Phys.","user-choice","|","Can. J. Phys."
"","","","Can. Math. Bull.","user-choice","|","Canad. Math. Bull."
"","","","Can. Math. Bull.","user-choice","|","Canadian Math. Bull."
"","","","Cancer Immunol. Immunother.","user-choice","|","Cancer Immunology Immunotherapy"
"","","","Cancer Res.","user-choice","|","Cancer Res."
"","","","Cancer Sci.","user-choice","|","Cancer Sci."
"","","","Cell Commun. Signal.","user-choice","|","Cell communication and Signaling"
"","","","Cell Host Microbe","user-choice","|","Cell Host Microbe"
"","","","Cell Rep.","user-choice","|","Cell Rep"
"","","","Cell Res.","user-choice","|","Cell Res."
"","","","Cell Res.","user-choice","|","Cell Research"
"","","","Cell","user-choice","|","Cell"
"","","","Cell","user-choice","|","Cell."
"","","","Cell. Mol. Life Sci.","user-choice","|","Cell. Mol. Life Sci."
"","","","Cell. Mol. Life Sci.","user-choice","|","Cellular and Molecular Life Sciences"
"","","","Cell. Signal.","user-choice","|","Cell Signal."
"","","","Cell. Signal.","user-choice","|","Cell. Signal."
"","","","Cereb. Cortex","user-choice","|","Cereb. Cortex"
"","","","Cereb. Cortex","user-choice","|","Cerebral Cortex"
"","","","Chaos Solitons Fractals","user-choice","|","Chaos, Solitons \& Fractals"
"","","","Chaos Solitons Fractals","user-choice","|","Chaos, Solitons and Fractals"
"","","","Chem. Biol.","user-choice","|","Chemistry \& Biology"
"","","","Chem. Commun.","user-choice","|","Chemical Communications"
"","","","Chem. Rev.","user-choice","|","Chemical Reviews"
"","","","Class. Quantum Gravity","user-choice","|","Class. Quant. Grav."
"","","","Class. Quantum Gravity","user-choice","|","Class. Quantum Grav."
"","","","Clin. Microbiol. Rev.","user-choice","|","Clinical Microbiology Reviews"
"","","","Cogn. Neuropsychol.","user-choice","|","Cognitive Neuropsychology"
"","","","Comment. Math. Helv.","user-choice","|","Commentarii Mathematici Helvetici"
"","","","Comment. Math. Univ. Carol.","user-choice","|","Comm. Math. Univ. Carolinae"
"","","","Comment. Math. Univ. Carol.","user-choice","|","Commun. Math. Univ. Carolinae"
"","","","Commun. ACM","user-choice","|","Comm. ACM"
"","","","Commun. ACM","user-choice","|","Comm. of the ACM"
"","","","Commun. ACM","user-choice","|","Commun. ACM"
"","","","Commun. ACM","user-choice","|","Communications of the ACM"
"","","","Commun. Algebra","user-choice","|","Comm. Algebra"
"","","","Commun. Comput. Inf. Sci.","user-choice","|","Communications in Computer and Information Science"
"","","","Commun. Comput. Phys.","user-choice","|","Communications in Computational Physics"
"","","","Commun. Math. Phys.","user-choice","|","Comm. Math. Phys."
"","","","Commun. Math. Sci.","user-choice","|","Commun. Math. Sci"
"","","","Commun. Math. Sci.","user-choice","|","Communications in Mathematical Sciences"
"","","","Commun. Partial Differ. Equ.","user-choice","|","Comm. Partial Differential Equations"
"","","","Commun. Partial Differ. Equ.","user-choice","|","Commun Partial Differ Equ"
"","","","Commun. Pure Appl. Math.","user-choice","|","Comm. Pure Appl. Math."
"","","","Comput. Aided Geom. Des.","user-choice","|","Comput. Aided Geom. Design"
"","","","Comput. Aided Geom. Des.","user-choice","|","Computer-Aided Geom. Design"
"","","","Comput. Commun.","user-choice","|","Computer Communications"
"","","","Comput. Complex.","user-choice","|","Comput. Complexity"
"","","","Comput. Graph. Forum","user-choice","|","Computer Graphics Forum"
"","","","Comput. J.","user-choice","|","Computer Journal"
"","","","Comput. Model. Eng. Sci.","user-choice","|","CMES Comput. Model. Eng. Sci."
"","","","Comput. Oper. Res.","user-choice","|","Computers {\&} OR"
"","","","Comput. Sch.","user-choice","|","Computers in the Schools"
"","","","Computer Surv.","user-choice","|","Computer Surveys"
"","","","Computer","user-choice","|","IEEE Computer"
"","","","Confluent. Math.","user-choice","|","Confluentes Mathematici"
"","","","Congr. Numer.","user-choice","|","Congressus Numerantium"
"","","","Constraints","user-choice","|","Constraints"
"","","","Crop Prot.","user-choice","|","Crop Protection"
"","","","Cultur. Social Hist.","user-choice","|","Cultural and Social History"
"","","","Curr. Biol.","user-choice","|","Curr. Biol."
"","","","Curr. Biol.","user-choice","|","Current Biology"
"","","","Curr. Med. Chem.","user-choice","|","Current Medicinal Chemistry"
"","","","Curr. Mol. Pharmacol.","user-choice","|","Curr. Mol. Pharmacol."
"","","","Curr. Opin. Immunol.","user-choice","|","Curr Opin Immunol"
"","","","Curr. Opin. Microbiol.","user-choice","|","Current Opinion in Microbiology"
"","","","Curr. Opin. Neurobiol.","user-choice","|","Curr Opin Neurobiol"
"","","","Curr. Opin. Neurobiol.","user-choice","|","Current Opinion in Neurobiology"
"","","","Curr. Opin. Struct. Biol.","user-choice","|","Current Opinion in Structural Biology"
"","","","Curr. Opin. Virol.","user-choice","|","Curr Opin Virol"
"","","","Curr. Opin. Virol.","user-choice","|","Current Opinion in Virology"
"","","","Curr. Top. Med. Chem.","user-choice","|","Current Topics in Medicinal Chemistry"
"","","","Curr. Top. Microbiol. Immunol.","user-choice","|","Curr Top Microbiol Immunol"
"","","","Curr. Top. Microbiol. Immunol.","user-choice","|","Current Topics in Microbiology and Immunology"
"","","","Cytokine Growth Factor Rev.","user-choice","|","Cytokine \& Growth Factor Reviews"
"","","","DIMACS Ser. Discret. Math. Theor. Comput. Sci.","user-choice","|","DIMACS Series in Discrete Mathematics and Theoretical Computer Science"
"","","","Deep-Sea Res., A, Oceanogr. Res. Pap.","user-choice","|","J. ACM"
"","","","Des. Codes Cryptogr.","user-choice","|","Designs, Codes and Cryptography"
"","","","Dev. Biol.","user-choice","|","Developments in Biologicals"
"","","","Dev. Sci.","user-choice","|","Developmental Science"
"","","","Development","user-choice","|","Development."
"","","","Dialogues Clin. Neurosci.","user-choice","|","Dialogues Clin Neurosci"
"","","","Differ. Equ. Appl.","user-choice","|","Differ Equ Appl"
"","","","Differ. Equ.","user-choice","|","Differential Equations"
"","","","Differ. Geom. Appl.","user-choice","|","Diff. Geom. Appl."
"","","","Differ. Geom. Appl.","user-choice","|","Differential Geom. Appl."
"","","","Differ. Geom. Appl.","user-choice","|","Differential Geometry and its Applications"
"","","","Differ. Integral Equ.","user-choice","|","Differential Integral Equations"
"","","","Discrete Appl. Math.","user-choice","|","Discrete Applied Mathematics"
"","","","Discrete Contin. Dyn. Syst., Ser. B","user-choice","|","Discrete Contin Dyn Syst, Ser B"
"","","","Discrete Math.","user-choice","|","Discrete Math"
"","","","Discrete Math.","user-choice","|","Discrete Mathematics"
"","","","Diseas. Aquatic Organisms","user-choice","|","Diseases of Aquatic Organisms"
"","","","Diskretn. Anal.","user-choice","|","Diskret Analiz"
"","","","Doc. Math.","user-choice","|","Documenta Mathematica"
"","","","Dokl. Akad. Nauk SSSR","user-choice","|","Dokl. Akad. Nauk SSSR"
"","","","Dokl. Bolg. Akad. Nauk","user-choice","|","Compt. Rend. Acad. Bulg. Sci."
"","","","EMBO J.","user-choice","|","EMBO J."
"","","","EMBO J.","user-choice","|","EMBO Journal"
"","","","EMBO J.","user-choice","|","The EMBO Journal"
"","","","East Asian Sci. Technol. Society","user-choice","|","East Asian Science, Technology and Society"
"","","","Ecol. Indic.","user-choice","|","Ecol. Indicat."
"","","","Edinburgh Rev.","user-choice","|","Edinburgh Review"
"","","","Edinburgh Rev.","user-choice","|","Edinburgh review"
"","","","Electr. Power Syst. Res.","user-choice","|","Electric Power Systems Research"
"","","","Electron. J. Comb.","user-choice","|","Electronic Journal of Combinatorics"
"","","","Elife","user-choice","|","Elife"
"","","","Emerg. Infect. Dis.","user-choice","|","Emerg. Infect. Dis."
"","","","Emerg. Infect. Dis.","user-choice","|","Emerging Infectious Diseases"
"","","","Enseign. Math. 2nd ser.","user-choice","|","L'Enseignement mathematique 2nd ser."
"","","","Enseign. Math.","user-choice","|","L'Enseignement Math\'{e}matique"
"","","","Ergeb. Math. Ihrer Grenzgeb.","user-choice","|","Ergebnisse der Mathematik und ihrer Grenzgebiete. 3. Folge. A Series of Modern Surveys in Mathematics"
"","","","Ergod. Theory Dyn. Syst.","user-choice","|","Ergod. Theory and Dynamical Syst."
"","","","Eur. J. Agron.","user-choice","|","European Journal of Agronomy"
"","","","Eur. J. Appl. Math.","user-choice","|","Euro. Jnl of Applied Mathematics"
"","","","Eur. J. Appl. Math.","user-choice","|","European Journal of Applied Mathematics"
"","","","Eur. J. Comb.","user-choice","|","European Journal of Combinatorics"
"","","","Eur. J. Med. Chem.","user-choice","|","European Journal of Medicinal Chemistry"
"","","","Eur. J. Neurosci.","user-choice","|","European Journal of Neuroscience"
"","","","Eur. Phys. J. H","user-choice","|","European Physical Journal H"
"","","","Eur. Trans. Emerg. Telecommun. Technol.","user-choice","|","The European Transactions on Emerging Telecommunications Technologies"
"","","","Euro Surveill.","user-choice","|","Euro Surveill."
"","","","Euro Surveill.","user-choice","|","Eurosurveillance"
"","","","Europhys. Lett.","user-choice","|","Europhys. Lett."
"","","","Europhys. Lett.","user-choice","|","Europhysics Letters"
"","","","Exp. Gerontol.","user-choice","|","Exp. Gerontol."
"","","","Expo. Math.","user-choice","|","Expositiones Mathematicae"
"","","","FASEB J.","user-choice","|","FASEB J."
"","","","FEBS J.","user-choice","|","The FEBS Journal"
"","","","FEBS Lett.","user-choice","|","FEBS Lett."
"","","","FEBS Lett.","user-choice","|","FEBS Letters"
"","","","FEBS Lett.","user-choice","|","Febs Letters"
"","","","Farhang: Q. J. Humanities Cult. Stud.","user-choice","|","Farhang: Quarterly Journal of Humanities and Cultural Studies"
"","","","Fluct. Noise Lett.","user-choice","|","Fluctuation and Noise Letters"
"","","","Fortschr. Phys.","user-choice","|","Fortsch. Phys."
"","","","Found. Sci.","user-choice","|","Foundations of Science"
"","","","Fundam. Inform.","user-choice","|","Fundamenta Informaticae"
"","","","Fundam. Math.","user-choice","|","Fund. Math."
"","","","Fundam. Math.","user-choice","|","Fundamenta Mathematicae"
"","","","Funkc. Anal. Prilozh.","user-choice","|","Funktsional. Anal. i Prilozhen."
"","","","Fuzzy Sets Syst.","user-choice","|","Fuzzy Sets Syst."
"","","","Gaz. Math.","user-choice","|","Gazette des Math\'{e}maticiens"
"","","","Genetics","user-choice","|","Genetics."
"","","","Geom. Dedic.","user-choice","|","Geom. Dedicata"
"","","","Geom. Dedic.","user-choice","|","Geometriae Dedicata"
"","","","Geophys. Prospect.","user-choice","|","Geophysical Prospecting"
"","","","Glas. Mat.","user-choice","|","Glasnik Matemati\v{c}ki"
"","","","Graphs Comb.","user-choice","|","Graphs Combin"
"","","","Gravit. Cosmol.","user-choice","|","Grav. Cosmol."
"","","","Gravit. Space Biol. Bull.","user-choice","|","Gravit. Space Biol. Bull."
"","","","High Energy Phys. Nucl. Phys.","user-choice","|","HEP \& NP"
"","","","Hist. Educ.","user-choice","|","Histoire de l'\'{e}ducation"
"","","","Hist. Math.","user-choice","|","Historia Math."
"","","","Hist. Math.","user-choice","|","Historia Mathematica"
"","","","Hist. Math.","user-choice","|","Historia mathematica"
"","","","Hist. Philos. Logic","user-choice","|","History and Philosophy of Logic"
"","","","Hist. Philos. Modern Math.","user-choice","|","History and Philosophy of Modern Mathematics"
"","","","Hist. Sci.","user-choice","|","Historia Scientarum"
"","","","Hist. Sci.","user-choice","|","Historia Scientiarum"
"","","","Hist. Sci.","user-choice","|","History of Science"
"","","","Hist. Stud. Phys. Sci.","user-choice","|","Historical Studies in the Physical Sciences"
"","","","Hist. Theory","user-choice","|","History and Theory"
"","","","History Sci.","user-choice","|","History of Science"
"","","","Hum. Brain Mapp.","user-choice","|","Hum Brain Mapp"
"","","","Humanistica: Int. J. Early Renaissance Stud.","user-choice","|","Humanistica: An International Journal of Early Renaissance Studies"
"","","","IEE Proc.","user-choice","|","IEE Proceedings"
